event_ticker,milestone_id,away_code,home_code,game_dir,play_by_play_csv,game_stats_json,candles_csv,milestone_details_json,error,game_start_ts,game_end_ts,candle_rows,game_date,split
KXNBAGAME-26APR02PHXCHA,2f1bf846-3ed8-41f3-aa7b-5667a7733ef0,PHX,CHA,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR02PHXCHA,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR02PHXCHA/KXNBAGAME-26APR02PHXCHA_kalshi_pbp.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR02PHXCHA/KXNBAGAME-26APR02PHXCHA_kalshi_game_stats.json,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR02PHXCHA/KXNBAGAME-26APR02PHXCHA_kalshi_candles_1min.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR02PHXCHA/KXNBAGAME-26APR02PHXCHA_milestone_details.json,,1775171432.0,1775179189.0,268.0,2026-04-02,train
KXNBAGAME-26APR02SASLAC,c7668a00-6a8f-42bd-b467-2b2027a4f748,SAS,LAC,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR02SASLAC,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR02SASLAC/KXNBAGAME-26APR02SASLAC_kalshi_pbp.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR02SASLAC/KXNBAGAME-26APR02SASLAC_kalshi_game_stats.json,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR02SASLAC/KXNBAGAME-26APR02SASLAC_kalshi_candles_1min.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR02SASLAC/KXNBAGAME-26APR02SASLAC_milestone_details.json,pbp has no wall_clock column (API returned untimestamped PBP),,,,2026-04-02,train
KXNBAGAME-26APR02NOPPOR,94908268-5297-46f1-a4fb-17c794c6f50c,NOP,POR,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR02NOPPOR,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR02NOPPOR/KXNBAGAME-26APR02NOPPOR_kalshi_pbp.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR02NOPPOR/KXNBAGAME-26APR02NOPPOR_kalshi_game_stats.json,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR02NOPPOR/KXNBAGAME-26APR02NOPPOR_kalshi_candles_1min.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR02NOPPOR/KXNBAGAME-26APR02NOPPOR_milestone_details.json,,1775182350.0,1775190422.0,278.0,2026-04-02,train
KXNBAGAME-26APR02LALOKC,552a5f83-2110-4a06-a4ab-db12f65dec14,LAL,OKC,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR02LALOKC,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR02LALOKC/KXNBAGAME-26APR02LALOKC_kalshi_pbp.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR02LALOKC/KXNBAGAME-26APR02LALOKC_kalshi_game_stats.json,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR02LALOKC/KXNBAGAME-26APR02LALOKC_kalshi_candles_1min.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR02LALOKC/KXNBAGAME-26APR02LALOKC_milestone_details.json,pbp has no wall_clock column (API returned untimestamped PBP),,,,2026-04-02,train
KXNBAGAME-26APR02MINDET,4d892031-e376-4757-90f0-2206c9a9b4cc,MIN,DET,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR02MINDET,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR02MINDET/KXNBAGAME-26APR02MINDET_kalshi_pbp.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR02MINDET/KXNBAGAME-26APR02MINDET_kalshi_game_stats.json,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR02MINDET/KXNBAGAME-26APR02MINDET_kalshi_candles_1min.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR02MINDET/KXNBAGAME-26APR02MINDET_milestone_details.json,,1775171583.0,1775180661.0,311.0,2026-04-02,train
KXNBAGAME-26APR03UTAHOU,64c5e24e-73b8-4371-b8f3-344c480df5f4,UTA,HOU,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR03UTAHOU,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR03UTAHOU/KXNBAGAME-26APR03UTAHOU_kalshi_pbp.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR03UTAHOU/KXNBAGAME-26APR03UTAHOU_kalshi_game_stats.json,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR03UTAHOU/KXNBAGAME-26APR03UTAHOU_kalshi_candles_1min.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR03UTAHOU/KXNBAGAME-26APR03UTAHOU_milestone_details.json,,1775261489.0,1775269217.0,260.0,2026-04-03,train
KXNBAGAME-26APR03ORLDAL,a78ef1ed-f54a-4025-8778-dde23289ab86,ORL,DAL,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR03ORLDAL,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR03ORLDAL/KXNBAGAME-26APR03ORLDAL_kalshi_pbp.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR03ORLDAL/KXNBAGAME-26APR03ORLDAL_kalshi_game_stats.json,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR03ORLDAL/KXNBAGAME-26APR03ORLDAL_kalshi_candles_1min.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR03ORLDAL/KXNBAGAME-26APR03ORLDAL_milestone_details.json,,1775263218.0,1775272258.0,311.0,2026-04-03,train
KXNBAGAME-26APR03CHINYK,22fc5a65-184d-4282-92db-207e52f3f86e,CHI,NYK,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR03CHINYK,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR03CHINYK/KXNBAGAME-26APR03CHINYK_kalshi_pbp.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR03CHINYK/KXNBAGAME-26APR03CHINYK_kalshi_game_stats.json,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR03CHINYK/KXNBAGAME-26APR03CHINYK_kalshi_candles_1min.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR03CHINYK/KXNBAGAME-26APR03CHINYK_milestone_details.json,,1775259737.0,1775267812.0,243.0,2026-04-03,train
KXNBAGAME-26APR03ATLBKN,839bc8b1-5e0e-4f3c-b131-f0e6c9424f60,ATL,BKN,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR03ATLBKN,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR03ATLBKN/KXNBAGAME-26APR03ATLBKN_kalshi_pbp.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR03ATLBKN/KXNBAGAME-26APR03ATLBKN_kalshi_game_stats.json,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR03ATLBKN/KXNBAGAME-26APR03ATLBKN_kalshi_candles_1min.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR03ATLBKN/KXNBAGAME-26APR03ATLBKN_milestone_details.json,,1775259670.0,1775267451.0,266.0,2026-04-03,train
KXNBAGAME-26APR03INDCHA,8695fdfb-1bab-4ebb-bbd7-dec09b9fef96,IND,CHA,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR03INDCHA,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR03INDCHA/KXNBAGAME-26APR03INDCHA_kalshi_pbp.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR03INDCHA/KXNBAGAME-26APR03INDCHA_kalshi_game_stats.json,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR03INDCHA/KXNBAGAME-26APR03INDCHA_kalshi_candles_1min.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR03INDCHA/KXNBAGAME-26APR03INDCHA_milestone_details.json,,1775257833.0,1775265300.0,254.0,2026-04-03,train
KXNBAGAME-26APR03BOSMIL,d76bc0dc-d6c2-4902-89be-b4c8e4b9d487,BOS,MIL,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR03BOSMIL,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR03BOSMIL/KXNBAGAME-26APR03BOSMIL_kalshi_pbp.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR03BOSMIL/KXNBAGAME-26APR03BOSMIL_kalshi_game_stats.json,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR03BOSMIL/KXNBAGAME-26APR03BOSMIL_kalshi_candles_1min.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR03BOSMIL/KXNBAGAME-26APR03BOSMIL_milestone_details.json,,1775261451.0,1775269015.0,222.0,2026-04-03,train
KXNBAGAME-26APR03NOPSAC,19479e99-16f0-4dcf-9188-3d47656d2a50,NOP,SAC,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR03NOPSAC,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR03NOPSAC/KXNBAGAME-26APR03NOPSAC_kalshi_pbp.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR03NOPSAC/KXNBAGAME-26APR03NOPSAC_kalshi_game_stats.json,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR03NOPSAC/KXNBAGAME-26APR03NOPSAC_kalshi_candles_1min.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR03NOPSAC/KXNBAGAME-26APR03NOPSAC_milestone_details.json,,1775268680.0,1775277276.0,297.0,2026-04-03,train
KXNBAGAME-26APR03TORMEM,2a148898-6d23-40f9-b26d-04afac528968,TOR,MEM,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR03TORMEM,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR03TORMEM/KXNBAGAME-26APR03TORMEM_kalshi_pbp.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR03TORMEM/KXNBAGAME-26APR03TORMEM_kalshi_game_stats.json,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR03TORMEM/KXNBAGAME-26APR03TORMEM_kalshi_candles_1min.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR03TORMEM/KXNBAGAME-26APR03TORMEM_milestone_details.json,,1775261539.0,1775270277.0,282.0,2026-04-03,train
KXNBAGAME-26APR03MINPHI,5473a641-68f8-491f-9514-dab848c99cdd,MIN,PHI,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR03MINPHI,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR03MINPHI/KXNBAGAME-26APR03MINPHI_kalshi_pbp.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR03MINPHI/KXNBAGAME-26APR03MINPHI_kalshi_game_stats.json,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR03MINPHI/KXNBAGAME-26APR03MINPHI_kalshi_candles_1min.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR03MINPHI/KXNBAGAME-26APR03MINPHI_milestone_details.json,,1775257934.0,1775266034.0,280.0,2026-04-03,train
KXNBAGAME-26APR04DETPHI,1642421f-3453-497b-a9e7-9478406d2789,DET,PHI,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR04DETPHI,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR04DETPHI/KXNBAGAME-26APR04DETPHI_kalshi_pbp.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR04DETPHI/KXNBAGAME-26APR04DETPHI_kalshi_game_stats.json,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR04DETPHI/KXNBAGAME-26APR04DETPHI_kalshi_candles_1min.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR04DETPHI/KXNBAGAME-26APR04DETPHI_milestone_details.json,,1775344275.0,1775351974.0,267.0,2026-04-04,train
KXNBAGAME-26APR04SASDEN,7b0c7cb0-726a-4432-a299-da4e6348cf7f,SAS,DEN,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR04SASDEN,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR04SASDEN/KXNBAGAME-26APR04SASDEN_kalshi_pbp.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR04SASDEN/KXNBAGAME-26APR04SASDEN_kalshi_game_stats.json,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR04SASDEN/KXNBAGAME-26APR04SASDEN_kalshi_candles_1min.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR04SASDEN/KXNBAGAME-26APR04SASDEN_milestone_details.json,,1775329991.0,1775340214.0,348.0,2026-04-04,train
